context_id,k,gap,censored
0af7213742,20,3.713572066704308,True
139fd37970,20,3.713572066704308,True
e1e948dbea,20,3.713572066704308,True
ebbe2db501,20,1.0360919316867758,False
3aa9e63cc7,20,0.38566248081198473,False
dd3f72555b,20,3.713572066704308,True
9a4e3c7341,20,3.713572066704308,True
6251d60aee,20,2.0014800002101243,False
588d748910,20,3.713572066704308,True
8118533b8b,20,3.713572066704308,True
c1d9f1b068,20,3.713572066704308,True
4e8a7442b7,20,3.713572066704308,True
f8e82e50de,20,2.5649493574615367,False
11cc3f0ef7,20,2.5649493574615367,False
d4a689b55a,20,3.713572066704308,True
2695b641f0,20,3.713572066704308,True
a45d4b2d5d,20,3.713572066704308,True
1bb5c7ff78,20,3.713572066704308,True
33d7a6fa84,20,2.5649493574615367,False
befc1d0e08,20,2.5649493574615367,False
170a543497,20,3.713572066704308,True
248524f3c4,20,3.713572066704308,True
a507ce6a46,20,3.713572066704308,True
af2d24ba93,20,3.713572066704308,True
bd4b41dd26,20,3.713572066704308,True
43de790f83,20,3.713572066704308,True
eea9f94b2e,20,2.5649493574615367,False
7456a195de,20,3.713572066704308,True
2dc6473e1c,20,3.713572066704308,True
ea83b778d8,20,3.713572066704308,True
aab5cf3633,20,3.713572066704308,True
29bb915a5b,20,3.713572066704308,True
df845ee115,20,2.0014800002101243,False
2b9700c2c8,20,2.5649493574615367,False
57be6a3be4,20,3.713572066704308,True
75538d36e5,20,2.5649493574615367,False
e60752102c,20,3.713572066704308,True
1ca8f1bc2b,20,2.5649493574615367,False
23bb76c864,20,3.713572066704308,True
b51b7da6cf,20,3.713572066704308,True
434b39d765,20,1.2992829841302609,False
c7b1ce4c9d,20,1.9459101490553132,False
7e2e5457c3,20,1.236762627148927,False
d6d0eccfbc,20,3.713572066704308,True
b6bea2645f,20,3.713572066704308,True
0ba302911b,20,3.713572066704308,True
1f2f451925,20,2.5649493574615367,False
f0a40c541c,20,2.0014800002101243,False
a1315673f4,20,2.5649493574615367,False
7b0d4834e1,20,1.6094379124341003,False
91c656d0a9,20,3.713572066704308,True
0db5fe12eb,20,3.713572066704308,True
979be8ff4a,20,3.713572066704308,True
cae110304d,20,1.2992829841302609,False
7a34bd9cc4,20,1.6094379124341003,False
57a7dcc8ee,20,3.713572066704308,True
081c655876,20,3.713572066704308,True
4a1c988931,20,2.5649493574615367,False
f3a8c2231a,20,3.713572066704308,True
c74911b489,20,2.0014800002101243,False
c3b571b19d,20,2.512305623976115,False
a518745a5f,20,1.2992829841302609,False
fdcdfcc778,20,3.713572066704308,True
4958fd2c82,20,3.713572066704308,True
1547cca372,20,2.5649493574615367,False
e5510e4b62,20,3.713572066704308,True
5c1f9ad402,20,3.713572066704308,True
49f328a841,20,3.713572066704308,True
d2c02f34fa,20,3.713572066704308,True
4def0866fc,20,2.0014800002101243,False
1a1be37dc5,20,3.713572066704308,True
c0ba0e842f,20,3.713572066704308,True
9f09924a05,20,3.713572066704308,True
4856a9a2aa,20,3.713572066704308,True
27eaf7a1f6,20,3.713572066704308,True
a075e97191,20,3.713572066704308,True
ab0de2164f,20,3.713572066704308,True
9d61f4e4ff,20,3.713572066704308,True
84dd9f69a7,20,2.0014800002101243,False
feaa89a2f6,20,2.0014800002101243,False
07ba8e2a6c,20,3.713572066704308,True
b9fbd96f6c,20,2.5649493574615367,False
59a3a5d43f,20,2.5649493574615367,False
a4075fda20,20,2.0014800002101243,False
7599e228ac,20,3.713572066704308,True
8a057baece,20,3.713572066704308,True
fda74171cf,20,3.713572066704308,True
25f22f89be,20,3.713572066704308,True
cabbe5aa0b,20,3.713572066704308,True
7dbb44c741,20,1.0360919316867758,False
912f4dbaac,20,2.0014800002101243,False
1294d89d1c,20,3.713572066704308,True
77ab6337fe,20,2.5649493574615367,False
673e9ff4e4,20,0.38566248081198473,False
a21f87697d,20,3.713572066704308,True
ce36fd06db,20,3.713572066704308,True
c81e93ea0b,20,3.713572066704308,True
e43deee299,20,3.713572066704308,True
43b5f56de7,20,2.0014800002101243,False
5319eb5029,20,1.2992829841302609,False
953d5eeb6b,20,2.0014800002101243,False
f107af0fff,20,0.8023464725249373,False
878a627f79,20,3.713572066704308,True
3ea3255cf8,20,3.713572066704308,True
9dc6517842,20,3.713572066704308,True
246d3e5e29,20,0.19105523676270922,False
bf30baa3d5,20,3.713572066704308,True
3205297803,20,2.5649493574615367,False
6cb408dc5c,20,3.713572066704308,True
64741aa620,20,2.5649493574615367,False
218279db99,20,2.5649493574615367,False
49acaf3a06,20,3.713572066704308,True
7a25001fc8,20,3.713572066704308,True
9be7ad12e5,20,2.512305623976115,False
a3af84a054,20,2.0014800002101243,False
ab93b5b119,20,2.5649493574615367,False
d7c93c454c,20,1.6094379124341003,False
f807232caf,20,2.0014800002101243,False
da63d02753,20,3.713572066704308,True
8199f5bd0a,20,3.713572066704308,True
8088bcdc5f,20,1.2992829841302609,False
21e9bd9d38,20,3.713572066704308,True
df156b7786,20,2.5649493574615367,False
f2dc472681,20,3.713572066704308,True
